yearmonthday,H001,H002,H003,H004,H005,H006,H007,H008,H009,H010,H011,H012,H013,H014,H015,H016,H017,H018,H019,H020,H021,H022,H023,H024,H025,H026,H027,H028,H029,H030,H031,H032,H033,H034,H035,H036,H037,H038,H039,H040,H041,H042,H043,H044,H045,H046,H047,H048,H049,H050,H051,H052,H053,H054,H055,H056,H057,H058,H059,H060,H061,H062,H063,H064,H065,H066,H067,H068,H069,H070,H071,H072,H073,H074,H075,H076,H077,H078,H079,H080,H081,H082,H083,H084,H085,H086,H087,H088,H089,H090,H091,H092,H093,H094,H095,H096,H097,H098,H099,H100
20150411,7180.844660317349,8226.193707853128,7852.7983594017005,7125.369679819552,8828.355510070165,7036.983612331387,8324.004350497466,8001.905906158945,6994.76151130662,7015.437698393997,5124.897085064308,7278.579703259077,8265.801737324247,7040.505880829022,7958.300412088051,8261.364614335464,7913.781202601578,8282.250655509943,7846.18222810318,8014.501698955622,5106.301114299014,8191.721221203003,7065.683874042728,8764.707163591267,7114.841382737137,7918.712160290901,8145.784478020591,8303.778491585177,7212.765582579837,8018.89466386966,10587.326345244162,5126.257809969244,8207.632354328867,7888.95579461961,7961.664327542598,7911.8283633077,8235.276078149202,8070.768923423266,7268.013445956514,7003.990419913399,8381.573069931614,5070.515015704604,8079.587499886541,5076.88494816264,7136.338586659587,8410.791818029842,8628.50037669458,7190.634732594878,7829.157931671307,7032.663795921066,7837.150669530857,5111.231338533949,7950.1994864273,8315.360740631828,8455.846291721391,6973.9591351688205,7078.757760394045,11650.11490486318,8346.02886678438,8806.090373718158,8512.800854629602,5105.041873137361,5151.601627706168,7750.405369202282,7060.580047817887,6971.715300528934,8193.625774948643,9672.217514630438,6911.8718816159835,8296.182357484346,7763.44915496006,7159.87098451042,4987.275494797575,8808.802344096499,8273.018187458822,9614.321250771598,7208.687913796156,5047.087190096243,7919.020028986699,7004.699599404993,4987.94403045148,7889.290226610146,5014.095406303165,8381.086414181043,7167.665592095416,7776.074267420501,8427.3334065706,5134.664674745176,8122.1669473198635,5113.664090360415,8669.59092740819,8256.627359227909,7114.193614850405,5023.989338712949,7875.316647152683,8177.858328064443,7957.704868321165,7009.990430692613,7771.810075052115,7163.419785516337
20150412,7054.465182331558,8268.285066416236,7906.292286296318,7120.513085193547,8783.204123173431,7149.272539795744,8402.679528540224,7868.018718046179,7164.464167579146,7117.593254805466,4940.318941659489,7056.383406183054,8365.870634798468,7232.361445714627,7972.50762293006,8385.638756378128,7807.218713660063,8168.48085050059,7828.958697683489,7865.489789646558,5024.101177543086,8333.850543152972,7152.894517015608,8729.137435209996,7190.628287877477,7817.960530371,8370.205542245949,8288.465620180921,7106.6112423888935,7782.545040530651,11294.72488555843,5041.359626129886,8377.592105987365,7869.4337999328945,7882.963000839609,7898.4445089376495,8264.442824955031,7939.797343054341,7117.113584602151,7097.15151361595,8329.687239252682,5074.018760318725,7983.464210863288,5081.331232742194,7198.873053928275,8420.114378366316,8864.052100605051,7132.404888961772,7761.471473756359,7091.874882327876,7871.998753960486,4941.644444443394,7944.4691345871615,8393.25698104985,8281.284038443246,7131.858508117257,7293.164654277993,11263.530466206828,8240.498052206389,8522.689179036792,8253.70161816317,5019.828940925168,5141.532882292995,7924.865082255567,7093.421831178825,7208.623642179426,8292.75727090458,9598.603025140714,7218.217058452005,8317.753113812765,7942.698205909794,7116.738444281569,5016.474375932419,8642.394188288372,8417.650164883962,9553.406126347552,7112.084519192693,5104.031165613856,7702.050585258821,7191.682482610823,5088.845211109241,7778.449057833208,5219.920597064487,8421.156257781957,7086.157432879173,7774.960319060682,8322.208537514995,5057.043144425188,8237.288076040397,5036.979169379406,8746.159452100377,8264.91473255008,7175.107676260345,5079.263718324725,7911.244893359273,8405.230942298764,7940.005333151485,7061.508438680316,7910.719755234746,7084.792479714531
20150413,7089.500118309163,8376.383818015296,7966.219330807662,7129.750832706071,8740.05953838119,7075.280100591639,8272.889975024655,7875.280572652583,7232.769861714917,7107.758828628804,5082.870794628114,7030.3175989051815,8433.452155826326,7212.8643450362715,7695.187786395972,8322.2439105226,7941.814791115229,8173.624984325498,7974.404299703877,7954.2065226383975,5105.427781044917,8328.298214655431,7215.520169047425,8633.212738861253,6999.860581903649,7894.12360376426,8302.35845728048,8153.969234889067,7211.086456078346,7883.701697939312,10655.524220844798,5102.15324736431,8315.681158139823,7917.483363779909,7853.734651702615,7840.568150669558,8403.23803161066,7676.735210385367,7113.961573231215,7020.53941694425,8154.962975562287,5009.3665283907485,7961.1957095942325,5179.327301844434,7037.754929549306,8406.831594663152,8718.596622683126,7087.372984366934,7866.077845611915,7057.500818437419,7929.096374343185,5109.180494103652,7828.273797178446,8278.69577585503,8312.637364382172,7190.290111866938,7058.940997688516,11505.716600859105,8285.381743209842,8656.96483261507,8434.25817756412,5099.2159649275545,5087.753853767787,7915.277257704426,7163.353645219658,7183.229350720476,8086.308991395765,9446.101293985725,7163.3615034974855,8315.911786862069,7884.392189706211,7062.812214430116,5049.246268555849,8731.007017145743,8270.118893660712,9625.71483973085,7107.381628678264,5049.94099587196,7834.8055895189,7015.254403527876,5096.206102071432,7884.178657890094,5105.663242475935,8256.889505364397,7101.603167887953,8032.694757404827,8336.21023188489,5101.456933465578,8293.009488038124,5019.699917760437,8799.443291268073,8293.108968929679,7130.412303856837,5120.149123012197,7844.388099391117,8338.876678132789,7751.945724807752,7152.600149146236,7912.545572331156,7238.94122810368
20150414,7169.677586918439,8362.775445444124,7932.270188434186,7114.999834320058,8925.375193873044,7053.3525475445795,8175.804134134447,7845.663172413444,7118.03409834525,7000.663050319654,5082.518373534003,6955.646267787017,8402.901212556946,7145.535441161625,7703.140837284202,8159.556961414367,8006.327177806522,8518.964680243982,7832.989597940609,7699.130768085974,5065.686358331182,8255.73487718232,7188.831867303509,8684.093520377503,7133.853827698319,7895.890567619166,8152.97424522218,8266.304781571163,7272.231165757494,7988.349169764836,10245.427928534924,5024.074299018332,8225.123195598724,7981.52098822625,7871.867782668764,7812.83022712255,8506.860188604991,7869.148603181477,7277.724132054382,6994.7220038704145,8292.098408664388,4994.996398243034,7788.517443375331,5000.3026112525895,6994.1502173550525,8318.493431883324,8628.316518367692,7189.124240424997,7768.919000435377,7035.969360075445,7951.4414207657865,5021.86564216286,7869.069872580776,8274.248922534216,8282.139683024898,7142.10950970108,7136.504400856062,11256.009606971067,8302.019046802194,8849.743357199788,8357.130865886047,5123.0828689581285,5014.477797261184,7740.631755937252,7284.522890742437,7160.463924687725,8233.432523722691,9425.212247944739,7054.13230229288,8384.57188298122,7790.886520541596,7234.990432230509,5043.723284158225,8612.031486735932,8353.625208692907,9660.106291930333,7151.673468051205,5045.845632355651,8046.601971241254,7045.867851444102,5106.750277231062,7882.646692458755,5036.182853932753,8381.025417138146,7025.396462366276,7920.100168991463,8238.70544374848,5215.555495508208,8280.843009440205,5057.360398425509,8689.964647462588,8373.10168738788,7137.8778656180175,5147.727606531439,7910.414389534129,8214.685398842892,7770.864263264203,7149.668455294942,7904.894995312006,7063.633345925626
20150415,7056.251663496755,8273.55049902774,7981.613361009306,7006.7211939071,8747.309937703725,6979.9851205871955,8225.589424289117,7724.456230091715,7161.651262735082,7112.629896759568,5082.410202892717,7120.3973495452465,8129.364187980669,7039.052045626451,7905.89973974003,8166.276700662235,7961.728640688712,8275.726978068431,7761.226658236819,7826.637653318241,5068.266140853164,8372.156408288953,7115.827387578026,8776.389158689435,7231.860562778544,7813.6413403953175,8326.761703886552,8189.011644492691,7176.1305304114685,7850.7191858053075,10555.352772166614,5022.5031440748035,8292.83471488769,7810.596985806585,7830.820891911169,7836.577654928818,8336.879621689757,8024.786124205003,7163.810573454675,7126.786633103174,8257.896757119364,5027.801778442012,7971.341876843247,5103.788880675825,7072.047456670169,8422.200340325024,8933.497801185773,7014.186537678293,7834.88594903208,7131.31964135094,7742.901314029102,5020.914342348529,7996.296070024431,8476.538128458358,8385.296665061005,7208.01526917952,7265.5747181156385,11646.377024049112,8283.691105218239,8829.091145973367,8279.985573982822,5109.826751474349,5161.013355040007,7798.547968953885,6991.756398319263,7216.96368278522,8195.83850913958,9539.609377566223,6971.408472647058,8397.988152069373,8051.598148703099,7050.266382608116,5122.197184525615,8683.67950626166,8148.317366058405,9754.527478544796,7126.036138266266,5042.810911147952,7940.054814854718,6963.143426290842,5034.146223478929,7769.820352831922,5038.7997314451195,8208.660460770097,7099.500321601446,7944.858123095863,8529.006171617653,5078.699473797597,8180.695853639003,5033.522710911623,8722.051088846381,8228.607149228774,7120.778827723149,5193.426943733427,7768.435271356272,8396.203603402073,8036.838268743384,7145.350873178211,7970.298271954185,7175.3609936948305
20150416,7117.505943073532,8408.462106513338,8056.796744058931,7028.391729681003,8717.133331506135,7000.8595815631825,8281.412933660537,7895.410302500178,7114.851259962198,7131.000435782716,5055.632813611996,6890.2264086533305,8059.237965378249,7052.793296413618,7970.2126003574485,8283.531726937825,7834.0474998606005,8307.77889682904,7828.343834645124,7843.796492646675,5079.420870467149,8283.139349996189,7104.792284481629,8628.823676084807,7111.132912115992,7905.485870433278,8347.116922269439,8299.589369719339,7107.687435255142,7850.964538823112,9841.477058433116,5069.56732309853,8315.475203182903,7798.693354211441,7942.632134614938,7928.037297891916,8345.928047148222,7800.891792857054,6968.787262764148,7029.2679768565695,8380.327668857126,5037.157824374448,7810.268959325776,5137.459576961399,7191.409603528455,8307.830977103466,8504.454222622055,6973.002028884498,7826.0379311648485,7112.5279163747255,7773.11916472856,5104.1955360644715,7874.896970513822,8365.483625569805,8139.058815080832,7134.420817798581,7031.542429019852,11343.94966638049,8402.440106918713,8701.352263492627,8309.632770559032,5070.715913721381,5090.41130637404,7750.33972059289,7116.704460519653,7055.82505552599,8397.4519553253,9535.80847606722,7136.026240863985,8230.05343046125,7800.8691391498405,6943.979136404267,5154.858267106538,8641.885896131438,8282.291596437411,9710.338823144166,7052.730463945893,5121.0264849711475,7801.322202001552,7070.886355140269,4957.849852520474,7928.905047251176,5116.673409700174,8398.2005896175,7062.265822687955,7899.545613834598,8347.871761988183,5096.839940767104,8267.44689364136,5059.197800013957,8615.961200114072,8162.54326708178,7298.513563793705,5113.916107629859,7954.518472102089,8165.084896985238,7801.337306740167,7108.08727226599,8118.53010866514,7147.741889902272
20150417,7072.164665855803,8355.905427056463,7805.935014886297,7130.104314410398,8530.812793579353,7215.598983988143,8348.26480339255,7921.133842676572,7267.280076902023,7100.103107335868,5154.537198590129,7146.970974557649,8408.184419241865,6896.536327929707,7940.857070665869,8279.153538837614,7789.9655370614255,8100.3452880345985,7781.812314247443,7835.248864572707,5045.702298471949,8352.518064687276,7059.937272270727,8815.639344694475,7128.9200274678215,7913.250589799614,8393.794634567124,8218.868829734947,7073.468400307206,7903.863675996645,10397.743986517036,5141.465442865508,8275.930386306005,7876.98824090713,7918.796367149076,7893.844547245106,8281.175077482585,7946.9178214318135,7077.113806699061,7212.826303329787,8215.779346608226,5052.137498675617,7808.442350976213,5036.490621076853,7146.492647268023,8311.241606275958,8753.695037845264,6993.735199227921,7924.433252421773,6993.926780064885,7914.533440047051,5026.498646874286,7862.251145087668,8210.683562113612,8505.260361788303,7062.51921252856,6941.367369827909,11532.827506382035,8363.3477873526,8803.621798682556,8186.0930024683,5093.325129563463,5114.104828164806,7745.79930180753,7074.511161945686,7002.954655255709,8328.34973311931,9537.121708270979,7110.976083774468,8241.411826449992,7865.025904029641,7163.85450320935,5164.786875124753,8679.854708647204,8389.28928163934,9520.76875640094,7055.873812777169,4980.177703275119,7932.108901115398,7129.662715156572,4990.0345410309155,7961.48780238653,5081.636453732797,8299.793722596463,7189.200792342625,7739.112427120616,8249.748103170945,5019.172768309248,8305.445478513315,4978.533937678349,8832.356818477423,8394.909178396092,7095.302000265055,5089.144278164313,8029.469334512436,8438.118619257888,7816.951719319612,7051.416722696825,7783.620296831304,7089.631050738276
20150418,7284.1798233957015,8247.483106175428,7735.784123670838,7017.226880449094,8751.468808238878,7210.955376829488,8318.770165921678,7854.774601203243,7128.402459224645,7233.27455739627,5073.224812874176,7057.468191149783,8314.251571993476,7049.35205784205,7805.061724927115,8267.669894513603,7911.984378000639,8437.433960687358,7904.760067407357,7845.467504680969,4981.23138098195,8248.127910168752,7135.475866867076,8771.838638497395,7106.237765488073,7976.408449876948,8350.23435396708,8251.662353108994,7173.408635932443,7828.879337891192,10962.627027879244,5104.757082626479,8314.778088377532,7965.153417838412,7938.034746479432,8005.313939189274,8178.520196825086,7929.408021403891,7065.726568790531,7046.638468533077,8218.163263681188,4963.079022181917,7944.629659268601,5063.710978113221,7124.684304844503,8367.029238525705,8680.130028557434,7227.226082972756,7785.035185569024,7020.430965934035,8031.815035341708,5017.30454304705,7823.957290117093,8223.185826559966,8230.594602096455,7128.522514043712,7010.158594833817,11610.813711583256,8342.350031280623,8710.881063982224,8321.27752427847,5076.086679233466,5009.469822340959,7707.476713756157,7098.760966061971,7022.483116397795,8164.618281925869,9635.066978457067,7106.379692131556,8200.367025247748,7918.27576965065,7321.979822771068,4967.526898398709,8782.733105929914,8295.626733898564,9659.871595964629,7120.463998616953,5014.084720203535,7886.83519053348,7144.377915307003,5044.021937263187,7935.1348759746625,5098.717663246999,8296.281482400564,6962.229366648742,7910.022299467447,8271.517701656105,5090.786511105209,8266.098319797142,5100.6274298979915,8829.81772078397,8301.86943333578,7068.012501897255,5085.908588337597,7965.446600350378,8236.787105476813,7938.763370817395,6992.8472485447655,7869.2049000997695,7212.940390890701
20150419,7121.259583408074,8442.294545977998,8091.577087213416,7119.221856713161,8836.400496123217,7165.822424053247,8340.75954229101,7813.201627012005,6991.639678851114,7085.5667385243005,5122.130703416632,7156.4750198634565,8371.35265634485,7082.359314055122,7891.498872045503,8168.119598549526,7965.592109026501,8381.860478991235,7900.200537248966,7928.528069487043,5137.678106893647,8292.864898430033,7245.890474676131,8755.127403662971,6997.05442997097,7918.9931492943115,8272.801311414149,8198.404089340927,7026.979353644443,7902.434414450635,10554.368190768735,5084.819427114451,8185.397937138702,7979.60082675868,7655.9973204242515,7791.985751681985,8369.338678560653,7979.100968009268,7264.269523664268,7047.94654725099,8219.521661510298,5087.700124962596,7795.559541771139,5004.647113625226,7072.7594921701,8346.933974794101,8661.081348243748,7121.392729099492,8007.776233961517,7180.809784431551,7788.752204896555,4964.150947404976,8036.818440990219,8313.498289920013,8241.41471561256,7209.942503183761,7037.408959575471,11316.629367625204,8232.513964095817,8850.867000012862,8214.598948430365,5070.28048659594,5070.075417741855,7886.570950759807,6976.371828227071,7142.493662628913,8214.617256966201,9551.435548842921,7172.1078094270615,8269.133322831018,7955.63649272587,7156.924554188312,5058.534271501923,8653.79254200187,8354.771444646894,9666.782714521902,7136.146520014788,5104.496691165304,8045.829913528957,7099.697510831776,5033.2240849582,7922.813205436756,5006.005826275047,8132.913207886497,7029.845027699265,8016.246303533646,8346.701847159462,5052.70965378057,8511.129810911441,5074.885915574666,8840.151479692948,8328.554695330744,7241.679813087845,5139.208107020177,7900.600679407317,8317.18180801445,7719.76004127619,7099.468631630304,7788.332865637387,7022.824451620091
20150420,7150.28372088606,8323.400488006368,7849.493297857695,7054.881966053526,8630.002411521344,7028.4663537464885,8311.070241603338,7872.879806405082,7117.7256785949385,7099.639418657941,5090.438050371933,7086.8454457950875,8234.770952038512,7024.620130257085,7855.4410641519025,8396.249261143163,7865.417227941245,8364.608558840991,7911.617017722994,7956.282048335611,5047.139350910925,8331.60955003563,7213.395383654708,8924.86434528663,7023.131546807205,7887.094681685233,8348.536312371143,8238.654684213447,7134.607375560008,7781.625467171737,10360.618180927777,5037.227942153032,8468.41847791552,7920.182147540622,7914.990123745281,7800.097243999322,8274.622215476853,8071.555041772967,7169.037362444255,7092.679291611241,8265.16655673682,5084.111478989605,7880.551030822302,4996.928463894451,7082.300879013473,8218.675749642318,8763.853172037227,7016.368478349703,8023.557650043577,7282.774888591958,7819.329282965877,5088.614354202228,7785.479972657056,8487.247166516874,8261.941334809839,6976.031434484213,7088.439976379193,11296.648597141399,8430.294698241203,8646.226574936163,8119.5938702795,5056.741318156257,5013.642640411853,7952.187861805283,7126.590056030612,7145.668090515205,8072.0054267236355,9384.424672052015,7198.384976435326,8318.024143447356,7832.357884763564,7189.765845806307,5008.6967974718145,8645.288366460733,8374.30310787591,9732.526858448286,7211.270500403015,5049.71884157726,8032.060624119092,7106.5921174507275,5021.942993152489,7913.370303557074,4998.303925160643,8385.520572037438,6962.402150963514,7989.715049078447,8176.079992759552,5011.205728826172,8318.234153775307,5082.821371991838,8751.23205919355,8389.306553702767,7180.678268294751,5027.089326108421,7889.529612935516,8308.81832809986,7859.626871564565,6996.866010751172,7821.368938797658,6994.346706412356
20150421,7022.420193347795,8323.713045944129,7961.938525046094,7151.576919915615,8637.147785609846,7035.80533092164,8177.704308149975,7929.847508682321,7028.362307157595,7120.98498018077,5069.17336510878,7034.442983143985,8290.05755403015,7083.577414448356,7773.789443470696,8365.286465601137,7834.8034989987245,8146.231391101904,7749.927461905678,7964.817829847059,5131.444856357516,8157.946269749819,7174.963494125434,8747.103605451213,6992.817070526663,7908.750014421469,8240.231517092447,8404.519421598652,7056.001590886377,8028.199445159766,10232.050557377492,5026.683609030511,8173.4901368591545,7945.221145698214,7789.68557027357,7821.831748289426,8195.962372666676,7863.1414088716765,7023.820340031947,7042.684994624952,8360.674950540302,5082.337827602157,7852.426066151832,5065.622189709378,7137.954501887941,8191.322037302989,8731.40289359668,7081.149788897769,7938.872875314096,7121.267601196712,7719.253211635135,4995.0930172819535,7930.0312024296845,8176.268336623348,8376.199114862831,7050.0911599785895,7129.913784675018,11483.993186439855,8230.0621873425,8596.79232668201,8302.856994132024,5056.1953309455575,5104.625305006831,7931.510862589451,7101.1275013234,7243.296789194524,8236.422720579554,9751.044790788905,7025.326803248308,8334.857198399575,7808.1953798802115,7079.232457980621,5072.504258826424,8786.528956909951,8335.816514930535,9697.753725580464,7065.7925353151695,5022.71111950716,8007.0009108731765,7190.312047394374,5060.973199263593,7991.531182515197,5105.410917188345,8358.399281113165,7054.283800380409,8052.972040632984,8464.732501303653,5133.820470617154,8341.23084998785,5060.357356552966,8499.624812122514,8357.182580918137,7014.1166592296695,5082.028679104868,7888.979609036484,8292.609256062235,7857.1870958792215,6991.570267142027,7896.909469051313,7037.408358722642
20150422,7171.323203553477,8277.684956267514,7912.137185578096,7106.539431140338,8594.59102528517,7233.744070027697,8092.81214970936,7947.819719520982,7104.649064971311,6967.163934062053,5157.944830621582,6913.277078968864,8118.8847116758925,7084.618714176423,7961.313206757801,8129.466721446402,7832.790428424568,8181.4484387425055,7891.774504777903,7846.752541330349,5049.987210661001,8096.496602286207,7045.604481118653,8881.97635364786,7083.670493924269,7830.763291871009,8226.915647527941,8383.06118458645,7088.149257659948,7929.72328020647,9937.873007829217,5056.038177388189,8193.992462801438,7779.916836935973,7876.203365716904,7907.726983827269,8402.831531125223,7754.36646618765,7070.676280946489,6988.293114227921,8290.741618425645,5027.144226652592,7825.368018858975,5101.863096180934,7076.570625378701,8175.259885708221,8769.36769849467,7106.520940844446,7878.176814249477,7173.201543694159,7807.425371789953,5097.993409769424,7955.378662670277,8274.071167884724,8257.130676144821,7132.084765870927,7121.402940371359,11506.013741241903,8210.322516660914,8760.967585852704,8313.463306702257,5098.011661313497,5122.69247716235,7728.236434216306,7134.219091439526,7183.665994729267,8271.07779562167,9475.574656079445,7133.95517397878,8175.934179694408,7767.510786759064,7123.881954124876,5001.843871969945,8544.286108845205,8324.221758827092,9725.167118242785,7147.190438399403,5140.720519901718,7967.86850319197,7204.697670350346,5036.363838575562,7787.972351058794,4982.429618266255,8221.819579884597,7065.955081669589,7992.746363092882,8238.883443546338,5139.405723521585,8220.623637442604,5074.5419468209075,8700.511299520032,8285.513065752039,7079.586588838749,4991.356608168009,7884.903968570047,8200.025421679433,7897.264771116127,7067.768608784588,7863.400370303731,7035.464463269302
20150423,7099.509953481413,8375.462735596931,7975.369139848011,7166.523621984214,8824.05176009888,7006.218953137157,8348.388249580823,7918.478962371572,7063.111031491372,7045.420357502336,5060.067227724135,7085.085981668698,8155.406429631156,7078.844927141891,7904.611565310275,8351.421262511376,7668.663173305872,8253.249146876486,7804.555282438257,7762.775443772633,5090.840175389755,8409.809457409678,7051.860907517162,8578.016106849072,7093.214525334406,7728.341446016844,8284.542830476772,8354.476431560046,7074.126250389653,7938.520163557613,10969.133429588755,5086.790201063152,8235.675169102904,7766.548238855711,7844.409550082128,7970.489288579199,8255.876763306853,7829.078663326812,6972.349566004325,7171.290912810607,8150.384421153752,5063.942217087607,7808.662947365013,5150.116226814716,7036.52345401489,8295.06391347819,8800.317426880603,7198.678780393549,7930.012999772654,7229.0741721609475,7865.946485134764,5124.103800101592,7920.049927715528,8264.82007238069,8280.373093598593,7252.443079473077,7181.82381241029,11291.613489962609,8367.318401675899,8674.94327817539,8135.008951969683,5034.061267139919,5062.406320509069,8057.386363552826,7105.600119335513,7007.112645028009,8449.125716804496,9540.866657478206,7066.158535027195,8235.919739852887,7912.262564202634,7142.915891281099,5081.3994774956,8666.059115390133,8030.41546354548,9698.374348527432,7210.3702626538025,5055.255331065964,7917.1804080906995,7225.608391290402,5022.8802686519975,7885.140581561463,4953.305013511939,8280.87009359875,6973.897240591662,7884.677417268011,8281.979996217793,5116.943377746753,8473.765312894217,5056.287600011992,8867.410220247519,8262.075846818036,7069.695115748132,4981.898830899951,7717.705141375451,8307.430614918929,7910.127940777452,7038.792363310269,7946.254758814428,7122.277350902005
20150424,7136.3155080000315,8337.34613179607,7721.974988609711,7164.18642539202,8805.502426691291,6987.390282371363,8298.308176699395,7895.386612114525,7187.630470991496,7188.204099072325,5008.230929132304,7218.260631276849,8313.954268474758,7050.899181313436,7937.829774327125,8184.475501310349,7950.86176381161,8245.891999302676,7890.801761761837,7684.461701910372,5069.284190311451,8297.283887797974,7190.215911143351,8722.776810172196,7209.25910559511,7909.570185525566,8510.138227066009,8437.722637793111,7126.681604484819,7866.973026462049,10053.100658832003,5115.981659973266,8298.40424163746,7820.412633440458,7838.960450425316,7803.253873425088,8422.344355633302,7800.335526541984,7064.782779615213,7180.208940780635,8364.926631535487,5028.602725103903,8005.481691630039,5050.340317128773,7135.6042468561245,8298.057706718248,8860.552689115751,7028.333735364686,7667.5225826147325,7084.973750904049,7874.34222160414,5110.943340304684,7950.834802748901,8527.062552470801,8347.578628524976,7101.611770529463,6921.094638318762,11393.07234541307,8322.902800814983,8733.547524072788,8303.454391563624,5079.9241468964065,5024.8559752153205,7833.368439423133,7074.199311490214,7020.501103641685,8338.374659449884,9446.055579366184,7212.732318471177,8404.827942585642,7860.360954965977,7102.241410585918,4979.747456965447,8678.711635454501,8275.629786080148,9559.488737918047,6960.175439647496,4974.000306841885,7891.651560456523,7057.797313915067,5167.842373183678,7865.3612793587845,5093.54929368706,8411.906947867868,6930.062195147454,7944.765144218301,8650.312560855251,5122.023427442342,8410.459968883824,5100.20800954084,8627.332415170982,8435.330714906286,7058.198377123055,5042.279479954494,7999.088219504499,8225.429583995354,7931.231671260162,7108.3971569593205,7974.2873634498565,7097.280725244547
20150425,6984.987402379793,8340.937527014166,7836.981435490993,7102.2699730718095,8660.405397749186,7125.666265411592,8296.943234989069,7847.901291446928,7069.716125705332,7178.471258079588,5090.695585455357,7057.228654734411,8258.148573488766,7220.840895230661,7913.117178433559,8349.342384784952,7829.027463252042,8327.93300655646,7770.299799631054,7761.805459130158,5109.992949446016,8198.487815580722,7009.245205188396,8753.319360988491,7008.191622397918,7880.68116651774,8255.275174321067,8255.730365336085,7026.494744634106,7962.760647140997,10526.432129275307,5030.83322664638,8487.509311197266,8010.7270895758065,7875.7392926345465,7848.326275843794,8354.731952467564,7788.019830307227,7181.893609709115,7086.698090610902,8301.1690992117,5049.321396531212,7882.370088768142,5127.357208051776,7051.717203534934,8255.14854671224,8637.686179365493,6973.146536499726,7891.885635458125,7079.669750775016,7831.9799790812185,4977.17291127768,7844.838664958705,8206.592639802908,8357.068731187781,7087.188503290468,7095.775125497615,11178.706640195287,8309.551234777593,8859.355196057051,8330.693362356236,5104.130007058465,5076.207149500998,7839.812095971173,7109.97840840227,7102.25269305371,8308.16993258701,9453.063698495214,7071.57773546232,8287.739903176831,7826.764727008172,7002.417108117001,5080.050609666171,8758.054692046333,8154.316185025155,9710.11503059316,7043.800833516569,5125.920062048098,7934.360899585592,7118.520810788706,5002.6960978881925,7898.554226434956,4999.627870985915,8242.281022924744,6999.427059975866,8001.091338387985,8347.852740519302,5003.357511452639,8323.927997911202,5069.44485594124,8719.781794222206,8345.624391098752,7284.777317200831,5005.371466227597,7908.392731358762,8199.1952010175,7981.5864045012,7040.241196762747,7787.835725916708,7171.762262736389
20150426,7075.366354372083,8283.837545625902,7952.383631863428,7015.883884368305,8443.331611250453,7162.185026504994,8131.966189656397,7887.644108906132,7081.850536961685,7063.573742167877,5040.198698991081,6973.897713710263,8254.337438114691,7128.051572591437,7840.432610416135,8358.323661632703,8038.135669106192,8249.593103675563,7856.504985104064,7980.974256017639,4990.4285117075815,8389.127901845584,7158.852813229683,8640.300481719134,7159.596773414068,7798.524717008432,8224.54195437352,8188.578854038452,7176.902647421062,7856.8395656687035,10440.604856989949,4992.096242986006,8300.442881261451,7869.938188443332,7897.204774200888,7867.45713518925,8329.651089963148,7918.962173178926,7280.415624899153,7194.254793701281,8392.936187710937,5107.114655607458,8026.689664914486,5139.7826132247,6955.820025800092,8340.57743640333,8637.44628494182,6996.586050110328,7935.8484997634805,6916.4092346882235,7903.700938695149,4989.329020693074,7974.348767989193,8517.77567444597,8385.614704910631,7068.745483353456,7030.8001785316565,11398.932165519489,8264.210344328103,8758.21848627403,8273.150129371004,5077.513164690232,5048.4003885311995,7818.993175288139,7022.4114013980825,7104.1145766740865,8169.899142038849,9506.404619734363,7035.4120406454995,8349.385962324488,7919.215084010655,7134.416369469844,5145.34072794398,8887.61841859477,8234.210908753163,9612.85359227938,7193.499335326893,4969.479229749815,7948.82068543422,7065.527961455448,5212.377406899702,7658.534809323646,5023.645264819497,8373.034388963946,7028.887870506912,7799.393034642713,8147.074833500418,5005.226559019749,8413.631596661475,5091.600567717192,8691.621995210582,8193.823877660428,7243.527176459815,5079.602794081204,7858.111935960502,8414.528327413373,7777.659331770034,6944.47849996182,7825.777497753978,7293.415566823863
