day,H001,H002,H003,H004,H005,H006,H007,H008,H009,H010,H011,H012,H013,H014,H015,H016,H017,H018,H019,H020,H021,H022,H023,H024,H025,H026,H027,H028,H029,H030,H031,H032,H033,H034,H035,H036,H037,H038,H039,H040,H041,H042,H043,H044,H045,H046,H047,H048,H049,H050,H051,H052,H053,H054,H055,H056,H057,H058,H059,H060,H061,H062,H063,H064,H065,H066,H067,H068,H069,H070,H071,H072,H073,H074,H075,H076,H077,H078,H079,H080,H081,H082,H083,H084,H085,H086,H087,H088,H089,H090,H091,H092,H093,H094,H095,H096,H097,H098,H099,H100
20141028,6887.945645890188,7528.017984496126,7109.379292405985,7591.046595770985,7772.861986986127,7012.363893924351,7711.651725698593,8204.056278159616,7606.881312635789,7787.701594392795,4970.667226294806,7606.4606361333035,8686.717944655276,8109.957758850979,6985.540981774606,7622.980230051257,7035.947730603196,8011.144694164627,6891.9284114807115,7711.173268936881,7780.407060637955,8118.323771961206,4914.119309279844,7722.867494728067,7702.0697578381205,8155.910567166002,7133.299952119328,7090.7931025299595,8123.231713817571,6896.2720050033395,8000.015136771031,8191.002201654805,7646.2225209777625,8121.766211148975,7602.774749093143,7686.590048090107,8168.007525851599,5021.816042924334,7567.27855037536,7684.027836775135,8206.376152332425,7044.301502713062,8653.013997424192,7063.251006493584,6937.880664409333,4891.686999246857,7816.177887293682,7765.55196536629,5009.604318969344,8174.229158272914,6912.060509699403,7683.556458720424,8283.639024723934,7631.879843984627,7690.3147025325,7588.08846931139,7693.7499543486865,8150.864241154497,7516.8530823081865,8070.131424598479,4929.481921913553,8508.551390522654,7746.952179449197,8155.46470658768,7751.330391123528,7838.136388679348,11219.541877534373,8203.267508293438,6997.740232688117,9920.843409602665,7760.099030209258,4901.085743638087,6961.17276026291,8695.785214335403,8226.808254364092,7784.4621890999015,6884.784916024442,8216.035394522374,8070.740703915097,8234.456375730926,8564.888166930417,7682.372369187688,8613.04940809456,6973.172533624053,7006.188500776264,6990.58962660305,10160.82925949976,6736.547016851337,7738.936118232158,4920.273018490236,8190.387151248791,8140.194412507734,6982.645564092318,8485.141644106478,8057.617730041658,11405.992999488468,8167.625993835339,8533.135827050766,6920.327376208069,4937.016475503144
20141029,7685.693481851374,8107.19200166542,6905.703789227471,7775.892231774825,8602.6064869886,6916.677311231095,7690.427942549486,8062.241022311771,6958.4483015233345,6982.725424619063,7987.900869642722,7008.868348993424,8111.419645286257,7689.395409350302,7698.554378275212,6900.246172697234,6796.5448044372915,6951.867440402412,6959.855580163075,7773.644424643955,6852.939739337026,7774.85160924971,7020.233497501007,8205.018024790246,7723.132019993715,6887.475114041055,7739.425692665444,8146.31885870459,7676.800985151092,4841.459949271978,8548.69059110737,4935.731231067774,4976.229811833668,7691.986312452049,4927.134165598656,7675.042526111958,8554.632496534585,8122.383838951245,9966.585651046096,7746.623619329593,7718.135429015979,11324.522614431386,7779.926787423016,7990.372393887746,5008.419748767681,7800.41157873233,6816.403724417224,7705.668010516645,8112.634404766561,7658.226285782965,4955.416854435098,7735.516838064267,7770.29457265285,6833.320937659881,4992.014823410107,8399.570862619983,4992.081870470918,8167.63724025018,8520.55790157676,4971.795741178797,8044.576338514366,4990.371839282066,7047.677336848406,6973.698439245389,7795.806846962722,8603.776197010826,8046.151695648274,8540.277588202332,6968.211756379506,6861.016495987249,7609.403074448096,8059.232449276354,8602.847995851635,7684.259627518651,5094.555895303788,7715.917222165115,7558.527740057897,7704.598337822885,5004.677580105435,8144.133699128851,6918.5832305678205,7719.620806919075,8005.932882547383,7630.492354761657,6843.87742054738,8507.57645305026,8186.001328352944,8170.948321982779,6847.699501184591,6889.201456266085,7808.750805892851,7023.831489788893,9381.33916904343,7582.09389103263,7033.724807188834,4876.015596962206,7819.7882454256205,7756.054337993517,7725.681661047802,7065.9872081677395
20141030,6989.488042947416,7016.212822563445,5004.155699109735,4878.764628856207,8585.617916757361,8439.146854985815,6870.780305465955,8526.054584072675,7608.7356182816,6928.8101960228405,7228.350870806807,6978.608476626494,7578.463467333994,7714.8608401078,7698.595352771238,8091.76923292454,6897.789927624024,8492.74544330093,7699.223428134236,6905.461717594674,7637.7480149402445,6925.962204320925,4912.7133049396825,7727.26871684277,8164.998226542701,7093.355567713089,7809.5538075064,8307.261450796957,7679.305901639217,7782.7833795119195,8161.5603742876165,6931.231535666952,5011.678063198598,6892.659327762922,8108.548995670177,7009.227289304225,8106.476852879265,8616.777043836908,8392.576987841552,6891.633391260313,8197.28287745541,7731.945086722344,7910.865490271778,7517.818932746274,7583.08265640167,4930.004887125911,7000.408147581125,4996.1763428642025,8005.700127199176,7694.832282482313,8151.399647744139,6869.044944396188,6773.595792356771,4973.336273233905,7641.606518070073,7822.896024906548,7696.0654872015,8104.806683369972,8102.769196459283,7646.309852630849,7060.504873420035,6835.655261903708,4925.677065192368,7845.415856200549,6862.826572443458,8333.417233541957,7743.877333904575,8190.329330618004,8670.793214063136,6992.199843132705,7775.13657824565,8217.652674332616,7757.028027974589,8139.612545409757,9392.47735325991,4933.551238810609,8099.311291743509,6900.782820289825,8124.686968205831,6952.133242290705,8405.93271378644,7824.751594647574,7651.605721306949,7606.372555520465,8132.270317073169,7632.512827450708,6885.450893723081,8206.721123025143,8050.2099687498385,8224.442048124238,8592.278592863517,8073.390258836653,4946.912943026647,4953.94387775581,6788.63798550044,8483.371566431679,8178.231923540664,7616.9597327716265,8003.516431647282,4932.930731729343
20141031,9778.668117406673,4962.044341073683,7613.226025692116,7691.707220737973,4840.093158755411,7747.539850908301,4863.258789677958,4913.554002881537,6900.246421390759,8097.780058161778,4959.087101934002,6932.258002118779,8047.372255950322,6922.161291123701,8013.23871713534,8085.195961988721,6885.553919996603,8057.122587589955,4998.047102610672,7555.542622440952,7750.9641745460995,8029.692583534252,4938.4383715918375,7738.66643411519,6763.660143827618,7486.300103581544,8262.741758467851,7564.775386835944,7782.543071835508,8181.865437805981,8254.05951076983,8156.609478487558,7950.949629193415,7646.760204396023,8109.773452632846,7944.826615070001,4888.71396672845,6941.322434421958,5052.240974258107,7699.207436815776,7051.966491613591,6929.396835848933,4960.559857471168,7039.061819498767,7047.383588188227,6999.1427412520015,8131.8112625348895,7672.22954743447,8114.969981960602,6957.626815351443,4930.865154606935,7037.839382102477,7768.154095674505,6956.549283293771,6900.991203888122,8524.131115322687,7814.7518074175,6894.304284761968,7720.863649145518,6954.8574045782025,6915.012626424154,9411.406549499647,8237.20368847572,7784.280576854801,7702.718466052375,8042.0262284115515,6949.419018323822,7730.000951265551,4950.780567901744,7774.958718953335,4954.765792734598,6808.837651190924,8066.585205334256,7004.247575715012,4952.608168592434,4905.615653605773,8025.99598985064,7521.701626009176,8028.796776229451,7912.111815058643,7063.352572309843,6989.981219353991,7711.181785773378,8187.856827366571,6774.230101035741,8058.463734760028,8393.771726699186,7585.0249730399155,7703.43731227136,6920.569087704714,8042.126681712553,8199.552776957447,10922.544180603834,6977.579891055386,7062.071263063012,8143.831709026273,6911.101664788614,8313.503547636874,6932.660884578595,8176.822913466203
20141101,8286.185519043973,8383.987838586581,7656.735852313009,6876.605322996467,7966.305103454595,6706.1891599549235,8077.290466858292,4882.549592105192,7742.944466100268,8037.45759692511,7876.348592259072,8037.435491363433,6970.051731200611,7547.832399908898,7749.242401663847,4893.476338618464,8036.178473928752,6910.751978209392,7637.509552925612,6706.180809752023,4821.01479110186,4895.882665617532,8020.304755682526,8248.717156262235,4962.119266703032,4862.545595519088,6727.160129064007,7881.322597232902,7868.777041569619,7646.708947251254,7565.638277416019,7982.432572678971,6802.573640171468,7945.783166888848,7836.189191015951,7686.688347190597,4855.610450737074,4968.79431315652,7668.797379418663,7674.208341017715,4980.522487319353,4890.294134966695,7578.984842359523,6898.302613982462,7537.595576160117,6800.979093609932,8254.851044009883,8376.53848581585,7712.174519726375,4881.135974101826,7540.906736510498,7605.932470956956,8019.23750511282,6919.918283710209,4842.9610264085195,7886.01614205659,4895.467581021304,8477.478680813043,4961.473487714363,9804.467438186275,7540.082124867343,8359.738366105377,4857.304515704843,4848.464006950827,8154.609275606728,6926.801716889773,4820.142148962808,8010.592353121869,6810.5703772781635,6776.680294081559,6749.98866957571,8182.540848285229,7588.711052856753,7498.398293904559,7946.356419347306,7644.043474761391,8414.53514902151,7948.057210150124,6832.119024847181,7463.97606774726,6713.787467273185,5016.133092177062,4899.628169294499,7670.767176098205,9330.541334039446,4903.0987303703805,7624.872221220267,4904.429598644871,6765.927023300412,7540.502283261937,8054.719221783432,7613.8711991544515,4862.936441625655,10133.580256447733,7602.480884130043,7894.306634829404,7950.183755011229,4877.95153517922,6859.901236684565,4877.726696607583
20141102,6994.250312656063,4871.618118550664,7996.047584108025,6870.405315404582,6752.163964778778,7604.171532493838,8018.66975446914,6880.055533713315,6730.768866840631,8134.244158353342,8101.302475830204,8012.871235110625,6917.217626582651,6907.476096025337,10684.644516346065,7704.918688171285,6889.172836971195,8147.291857922899,6898.267160982965,8441.577070086141,6860.446760076669,7484.468560486838,4948.4925057843275,7456.187070344158,8548.11623930785,6928.089998921251,7555.848125522586,4898.947206823025,4870.205342853134,6822.640441948597,7681.05381362695,4938.53085535226,4858.712331223673,7605.976608707118,10263.293887955406,7675.259086338736,6774.272786595975,8418.199233130423,9790.437126367531,9261.503012764206,8077.018560600711,4814.136471285034,8077.492532737261,7530.614439151437,8460.491378448043,7861.168563656752,6846.187658274007,7961.4289552169375,6821.555045729772,8086.553715270673,6911.8982721256925,7790.685823914442,8086.264987979282,6679.202580266782,6886.81848435878,4811.661044216356,7706.628431886389,4819.965113566021,6770.7564967873905,6863.403217925528,6899.720710671817,7571.370803615659,6819.179590249964,6829.960504634814,7584.222881425037,7916.510450244221,8537.545032991005,7955.065804508134,9213.6336004191,8222.790595656854,7679.373634134923,8608.685896238374,8400.34760381691,7735.754061378549,7697.113618160662,6677.545827429186,6826.429404160119,7682.847128220583,7914.820235780127,7852.059723580425,6870.646850775333,8143.571682113076,7621.1999639295245,7581.7789964776075,8079.163009883875,4929.526562335102,7557.757245182814,6909.367223981192,6874.452487347333,7591.777878642599,4902.218076472166,6872.921747637406,7480.5032289162045,8087.632336572078,7044.585785950066,7569.9272701400005,6946.470693627673,7689.428793764251,4834.528479996732,6764.063341840479
20141103,6836.251454088456,7921.210455226869,8068.26583010881,8369.279449893702,7397.323015066722,6823.781595630901,7912.154177036102,7757.308081006615,4751.956821470621,7950.155916266035,8044.464615263774,8028.343353340338,8096.601542294691,6869.487139579457,8158.416636481936,6965.954575897156,6897.046825222913,4897.973281327246,4947.10560861747,7923.006655581641,6932.263241018928,6804.224486160563,6874.394930675768,6872.8081954244535,7061.984518854715,7563.7380329006255,7908.717511510897,7756.065771788948,7617.74164005174,7370.000651501415,8277.306992792073,7695.082811989998,7546.22826980069,7556.68439592414,4901.366735245019,6772.702810655129,8646.624306904454,7967.057718532612,8547.41040342352,6745.695896269562,6839.0242345576735,4858.644978717637,6994.753109531673,6707.943739608315,6993.258821623816,8416.030720378942,8384.010687764177,6938.394301552859,6786.092559297281,4890.048072386336,8521.42034508044,9246.890898923235,4847.792038437744,8059.35621802188,8091.683281672538,6976.10935747189,7809.554895570137,8036.293768405185,9604.476598625235,7808.192233077707,7880.297804206568,10398.806189471501,7561.352657255331,7659.513981813754,6868.131413182739,7795.1673441022995,6815.97180629802,7580.064945761549,7688.24602873787,7578.628863583793,7603.663981077836,7738.15864775004,4931.787896075092,8139.139445844858,7716.500229690465,8030.130130677349,7529.120525974414,7630.179541016483,8095.795589231023,4837.06825650699,6746.709144511166,6828.917788911088,7885.564713251238,4926.369793926331,7655.921255806729,6869.367760089255,8094.1223047624335,8006.439983717506,4887.093996754358,7098.90644497705,6914.311118726762,4757.183048374934,6783.202057312827,8534.52896181144,8020.120871471986,7688.53792294338,7651.849359923036,8072.344528240133,6914.91089863674,4976.796990958908
20141104,8480.580353332023,6822.853578500667,6879.978869227019,6837.534213553047,8003.696360133038,6917.20963492235,8470.815707377074,7525.277559389749,6940.9294185105055,7673.590811131802,6881.487782148135,7577.956174184003,8078.246297529101,6903.466920034265,8078.319629316281,7003.879628571782,7587.449535379959,8101.735695181627,8119.717563543926,6920.442257840956,7968.397726371998,8006.425391795485,7695.559861325473,7568.9166408946885,8015.068697586919,6872.685606978202,8091.827195096757,7949.456712218134,6697.124166022603,7699.60572845329,4858.1390823727525,6833.124798950638,4903.41939235793,6773.72216682578,6797.900588270106,8526.521278246855,8508.2053615283,8553.583636291301,7444.827832184328,9895.887955933713,6810.572878839735,6806.869700129635,7928.988022645645,6766.798705400424,7651.087011194331,6979.088934068825,7715.318902691662,7741.6607807978235,8094.493852819668,6862.284744712002,7709.7988057280645,8046.489571697882,6831.912651983912,8584.658390261013,9271.25993936238,7962.935022956859,8103.171223323647,7736.303454304018,8373.784734075833,8069.335044509277,4849.05676887085,6859.898881193329,9871.651288999532,7565.935356692872,4919.18987190215,8511.04209369317,7592.682748207118,7887.118166349536,8413.688775413502,6834.537816616583,6843.045180045887,6993.5862332098095,7588.083988325254,4886.4316050229745,6881.148956910193,4813.509340805485,8113.983214324083,4905.240360431778,8077.783566748314,6730.984656137836,8049.458195100727,6877.989866427582,8092.222193350434,8425.151235172249,8063.143191818801,7646.404680336175,4841.876867736161,7070.624784209522,8395.112506242855,7961.291487686942,7783.727367229848,7959.702366545321,7566.959210024276,7561.784772307133,8114.322232113511,7701.792107801831,6873.613864840259,6795.2580890313075,7626.219309119926,6936.260119809882
20141105,8069.498234714359,7973.548600376956,7040.626972067746,8046.789630973223,6866.654583433845,6860.250337104417,4864.067992451124,8045.9002660662645,7985.66099274285,8048.187265079175,7567.665683090409,6921.91331592674,7613.127933363164,6780.5587725721825,8342.680304771384,7638.84351188279,6911.732400744496,6820.960059332501,7588.552329125026,4907.299868399161,7659.987896825244,4856.435187228448,8653.426646294316,4931.511535628651,4842.454967196769,8154.3305214745305,7697.186102706489,8059.751787100643,6735.182556058402,6895.6524119205715,7719.141182458578,4973.010341793453,8074.308276182322,6874.091950673223,6761.79657415922,7519.364924909768,8010.1646494864935,6951.15928540475,4883.338380439738,7992.704783508628,4909.61147579732,6894.015086833809,9924.276339849011,6884.024260824201,6850.539026138649,6890.622614955689,7617.784368501637,7798.749626815044,8341.78186849712,4879.224310163303,8037.2641928962985,4833.106076381165,7687.882671531205,7746.888855151144,4888.774808922362,6834.981004363887,6728.692454046031,7966.75125946715,7787.089940260897,8000.511643218677,8028.018847123784,6883.138135236429,7864.97712553248,7626.776428161926,7668.601025886511,6849.318509252251,4802.428595178969,6987.359018378905,8110.508540668563,7027.9217569137545,4823.308216202556,6854.657899117406,4920.289862494352,4931.104830088984,6834.511494813953,8438.868909393981,7637.558830878787,7558.171133304422,7687.014890426073,8465.444817041727,6846.192225911005,8327.228394756141,4805.740171725152,8110.378405354039,6917.214367516433,6873.459789847945,6811.880604265312,7924.524188383403,4819.198182236145,6837.05172650191,6878.516952411283,6852.810114618807,6869.519908167894,6866.24398230485,7406.635090813669,7733.449475079345,6886.669273731667,7564.778002806853,8027.379767467353,6819.475493192598
20141106,7480.904184877839,6977.68264561818,7794.39659893851,6936.765496247903,7940.5036946310165,7591.187445064877,7613.090026079419,8330.22479953923,7956.20585279653,4874.363275530381,7686.79643536114,7553.8361148108115,7955.068593038662,11025.244228685462,6810.068015315752,6904.200913798258,6701.883750904553,7553.435637557019,7967.223600995762,6894.51916286786,8555.944624805561,7552.585515350103,8088.2127974761315,6861.457588462641,7000.658910504514,6881.868308681043,6722.672281798603,7812.792163425877,7949.895585502235,8386.338615096209,4889.956662332817,8048.057735508937,8237.0531259895,7015.4333962399605,4861.446406839372,7444.801094392999,8031.592178227713,4858.124968665866,7590.8144376752325,4832.689187219063,6878.875399372708,7961.557788253622,4879.344718468355,8044.273745270388,7682.906234896568,8033.918376388809,4960.527949635529,7849.467416297292,7661.872131036326,11144.20139025812,6772.587484933406,7622.534772322332,7951.618902565965,9079.950415277226,8096.189556075845,7993.911125337628,7674.868661539313,8066.9872289312425,6950.071133937953,4863.686835599005,7878.992414461092,6875.098884774736,6932.501498488158,8022.22333153599,7681.008236339461,7525.242712951816,7614.264466315712,6845.309069024045,4908.66708697147,6959.473419647715,10603.698676075837,7994.374670022936,7694.314882205542,6862.16966677861,8397.204863503766,7513.3133347977855,7823.059114645471,7637.444779535598,7654.346631518638,7754.475640098972,7651.356272579467,6876.581398585886,6796.611869208084,7728.024887346575,6889.7881149513205,4855.230888113568,7557.947810640247,6789.636446064951,6859.384537074453,6966.268572404447,4958.139861702159,8027.808340366719,4841.829296368753,8931.10594874633,8421.923970751492,8018.227632832252,8030.898208880431,6821.610872981283,4922.473386600226,6853.824762316448
20141107,6847.264819424561,8593.154850677365,7923.811887032163,6791.663022480944,7516.246233075369,8514.195008881952,6909.321843222048,4867.587128607134,8092.159326550079,7414.42733533226,7524.5785507680475,6982.426787869911,8066.615700096487,7699.871731129229,7603.453897942184,6794.651922015243,7610.108886592873,4856.553974043381,6870.682185392043,8359.447728583677,4868.372424081962,4935.209233246946,6906.790962152316,4946.548040993064,7509.652375521821,4830.057747469085,8098.913362003856,7652.577059206004,9244.619733342302,8057.941242845856,6888.350278504779,7609.535693207257,8033.365338076847,7589.8091890696205,7202.998951458256,7522.70808179714,8360.100099265677,8146.920820005518,7673.285364309083,7598.900782447496,7623.591607531592,8079.924024773625,8009.586930404095,8301.716514118281,8405.799138418119,6733.406093963628,7631.410893445304,7922.54204895785,7736.1836580654135,6890.779825718588,8104.1730024203125,7617.648234578038,8003.277189373026,7013.751798533306,8111.190173400119,6869.461792776823,8095.607264513492,7596.764093033311,7992.04573931521,6852.669620381226,4933.316343855941,6841.21862477597,7578.8856354126265,4804.106924283677,8165.796524070903,6874.83827369273,6778.147679307306,4882.89678024452,4808.263758802776,8046.907900463521,8093.689123663646,6762.282231977242,7982.542220145157,7606.8621109521,6751.83489411017,6851.420191024005,4913.76721145987,7551.35281915879,4777.80906364178,7710.8692613046405,8071.429322755794,7463.086269488713,6776.700780299707,7943.496155725822,6848.116286790952,6988.628010596163,7685.638323381749,6926.271964278454,9976.874798006496,6842.836469370658,7946.211976041268,8011.6363670530445,7683.871060923282,7044.932491428693,7706.095336015444,6770.455764533173,4954.766227981557,6827.309872677962,6833.7805005452665,6768.050612807824
20141108,8021.416312708256,4848.249070290594,6743.352510526878,7994.512879771991,8093.772199156867,6668.653104737229,6927.004105538507,6868.607321768485,4825.521539641982,6870.844021219097,7888.991978545265,6856.541270528206,8534.529110399546,6855.212181986274,8008.072740366232,8166.984308374066,8388.267958255943,6775.5264264977,7943.1520516189075,7494.432907169425,4878.793331119416,8048.310659853112,8415.69825350303,8399.32646019456,8116.934306083321,6807.799770505065,7544.689414015897,8060.724541294039,4934.3878782267775,8370.86154261194,6936.724440024184,7577.7654014387845,6866.1182730909595,7558.967876106219,7939.440595550663,7965.1380917898405,4852.262262654279,6832.116537104628,7617.75950385198,9930.380299202809,7616.116668602796,7583.204655903154,6769.772008232052,7694.35541642102,7755.806917986069,8306.75218299299,4907.408071425779,6838.34251169085,7627.853169709175,6826.031504998968,7536.75754547702,6752.316968995264,7648.054695640971,6871.719391976213,7740.617045363434,6822.653523246387,7969.820158702816,8327.277067584628,6878.090297434037,4854.508121484307,7621.435488768292,6967.886206710722,6988.136685805233,7692.984493658996,7662.529237650108,6884.764484477124,4872.961071542973,8144.978897255736,7716.116484134349,8517.893096674052,7594.8987308166015,8155.501442524617,6900.9557586266465,4882.304734918224,6832.144636121836,4977.808584598322,4931.422740264747,7924.33511645721,7669.981346365874,8093.507851585071,6901.2359638101625,8116.578476838984,6982.672083968969,8149.791382414491,8027.262578717264,7964.339507752825,6863.048086092742,6875.336341392318,6940.2540852953825,8035.432476229228,8127.967175602471,4854.4243781086225,7802.240128793307,7602.7408552788065,6745.699496513413,6872.965611384163,7575.803337178255,6801.066254559578,6797.530136594715,9372.822062459387
20141109,6890.4179368582145,8681.991776692275,7642.310741937283,8008.732035232414,4857.780288232499,8005.223436451921,4921.168134328176,6702.666009750549,6851.564413258015,6851.972843741209,7456.810819775928,8120.291713565716,7953.162653092865,4848.990138048003,8343.785806191629,9454.364974558875,7673.605676688214,7600.4133249654005,7618.226193165714,4819.164107815756,7359.381428826177,7772.683960888109,7546.991909845887,7894.066640572638,8204.840153108471,8008.14503157765,4913.362364347779,4941.839983547945,7630.6124658573335,7880.953663077181,8088.74583879579,6818.998967982772,6932.828784488269,4934.036171374919,6766.128399148246,6890.644026698566,8405.172870321057,6901.468572714549,7639.303129585513,8129.38215082236,4894.337466121225,7611.558762419729,6706.90515298144,7588.61668226221,11049.392948295497,6719.501387991134,7565.2790642745385,7642.206031596469,8418.797953719977,4857.449934139162,6832.655558546967,8528.654210557292,8473.039538348443,6914.827977212344,9238.8511107323,7644.670832844871,7033.788982434922,7587.241540370035,7956.788153388333,7644.287584495059,9224.320769016264,7887.083060982472,7548.423774917537,4882.71073626812,8520.240232105649,8031.828929232036,8460.26235029917,7527.137127158271,7626.5264383806025,7960.16141059303,8038.913882038802,4889.635129135211,6880.689427670908,4994.047008905421,7605.49675155506,5014.049785626041,6785.536031814629,7957.519140766125,6829.5739198109095,7986.092057991361,8023.163226745533,6900.165451424337,6997.235117279471,6853.154859946945,7629.85800600429,8027.594337567787,8120.09576051438,8000.99018433885,7586.21272206917,6951.798804935646,7620.638319557359,7610.416832755219,7544.424852063043,6828.850612817648,7699.2854369333845,6813.0052163814435,4873.678856207199,7485.111760357509,8067.166262748928,6867.23801929989
20141110,7946.745917042547,6946.673471078934,4847.187265974295,8381.838394573035,8095.880167134452,6836.144121002403,8053.466875913173,4971.0197837350715,8011.110603164825,8003.740943742945,7740.984583293959,7587.300805862912,7586.178542247819,8103.674569283563,7718.833023926745,7538.558098409785,7441.250798892794,7629.114902320402,8307.091899054363,8005.112846644547,4823.8788962084745,6776.22092065408,6803.628718387255,6813.401825291936,7522.692404177277,7647.827633010506,6832.706901550673,6981.362696891696,8128.57490830088,8072.299121727768,8006.862610498437,8040.3459851056605,7991.039321864949,6747.158568421034,6793.584388729873,8044.288018907713,4847.640885295353,6845.892785470884,4886.165135586925,6741.940711128145,7624.812612448314,6915.068644219237,7993.232098674516,7533.8625873275305,7576.401111018185,7995.137897528242,7892.136004126465,6695.8587819793365,8058.367413063517,4910.120384935157,8115.432342526575,8076.63020038565,6900.141319820017,8347.327809433387,6796.53015043211,7444.079284012898,6861.069057096495,9919.958749835354,7933.172052527023,8019.558812310246,8301.850470685229,8038.662918225433,4935.585431205895,9151.52891491238,4887.723760904787,7562.444560768439,7518.086187851309,4886.1558701642725,7649.250060686605,7681.8054896567655,8047.489977228797,8077.569791081212,6917.357693643551,9147.606586627884,6923.481301132363,4959.668889257722,7005.770786307105,4880.260513492163,7627.477834292635,6766.564582605523,6719.993397212999,8084.174757318194,7621.253274437799,7949.388496161941,6742.27749418612,6834.147922882896,8472.713749991093,4853.200638218894,11010.080657408536,8121.460278845502,8123.563039965098,8003.50220972021,7618.451408121725,8135.791443844764,7974.268802748252,11090.834989131288,6933.568362612133,8262.889952398187,7522.017750885659,7512.632755536459
20141111,6761.793342855352,7703.699334165545,8013.876607902062,7623.666512457886,7752.274149686277,7943.6228647926855,4930.649183550012,4780.601802119941,7979.280649407058,7062.870272190212,7829.58043493084,7679.320465271902,4798.672715441212,7626.094063700543,8083.312753345636,4843.12216843999,7590.783216703601,6947.414111825225,7475.737145742145,6867.400569508463,4894.500427136136,7686.622541017297,9150.827627378076,7975.228920089017,8001.331708008798,8130.092409818254,9380.184572505377,6921.3775023304825,7660.1329524497705,7613.355665550065,4933.130844161201,7599.422205033434,6788.298554099605,6782.669112236848,7745.98963930869,4890.664097690348,8048.753101643801,7604.021384893544,6791.704197719948,6850.175485502255,7617.536142991891,7595.33622676443,6945.557232835681,7993.602141417107,7594.265338959493,4828.778883384332,8270.841134112628,8114.976400709927,8469.032300468032,7585.974134127824,8168.508854607518,4918.690970823038,4830.0683489606345,4919.895373778482,7683.022380075731,10086.15705460689,7573.115350036721,6859.01613044358,8181.819222730956,6740.3562926242275,6773.4118948934765,7982.971278210314,8013.223589908276,8028.156283243748,6749.037190192515,4900.330559722731,7991.097067019774,8056.127862144003,9338.80585214814,8023.853244787328,6854.157927046312,8045.6373105286875,7910.820224367941,7603.992893970623,6858.518806973436,7940.3427432871695,7510.290002684986,8032.458696840367,6724.667684579456,6783.228676214508,7681.415471582418,7567.7844836215645,6714.9513109521995,7994.730494853406,7557.259971543896,7642.321225448888,7688.188589856411,7540.066191870781,7611.7589484673035,8348.741715018241,7623.789574804883,8112.51733983126,8090.926342878184,8390.173200486253,8073.378712302963,6873.33744281766,8021.388077591516,9029.583849390034,7977.107896205133,4918.255965235024
20141112,8034.609730947361,4894.494091414397,11001.633796730574,9210.349828849194,8022.246053560294,4942.144909670493,7568.251241165495,7697.788870740353,8096.380941631104,8046.510967032792,6907.924893795794,7998.126430240432,6820.244921521011,8436.53000757141,9080.678950671365,8354.912090763855,6952.4339833966105,7646.604174813339,4942.997855077526,6879.875795692039,4810.235917587743,8321.565330762625,7597.278447784821,7937.499622146848,8448.509671538597,9035.384683322254,7423.185749883533,7510.1350000305465,8049.9014884963835,7999.724241489165,7959.498146222756,7770.302148986152,8118.4772494599565,6726.295082389463,7696.569310816149,7972.384559744637,8054.32336782711,4958.531433087067,9173.111142860194,8131.1152827945625,4857.149542549641,4906.925241019193,7977.426830586583,7567.960718518816,7567.362492051997,8089.726047592068,7941.473595004158,4879.635526124098,7616.210087398031,7716.492400870338,6818.491431934687,6934.6090350843015,7667.147803566202,8084.064733729548,10904.458273620716,4944.6152831774025,9122.283479236825,8404.915468498008,8097.248654471672,7598.852930753598,6840.50397753589,6878.580296499989,6759.30920584774,8063.592126192042,7663.5056272072525,6930.5473922872725,8072.602572101936,4791.27209596388,9339.908032892637,6895.145142968733,6890.136819981353,4844.04078981465,4894.016135044202,4904.665693090766,4970.535837754564,6821.338128846438,7015.7043672332065,7684.352021558621,8072.458768724043,8115.550117812934,7624.225432758016,6827.603875302118,6789.598541038321,8411.801648619317,6742.635672672984,7581.753146026021,6941.8620972164945,7503.550689778129,7641.128770451272,6905.799966273402,8068.678360954469,4910.671230646928,6962.317896887538,7968.144849207214,7948.084378506796,7961.016275302791,4929.644692533846,7981.322620012089,7680.333477100514,8166.4940365607035
